ID Cliente;Escolaridade;Tem Filhos;Salário;Idade;Estado;Estado Civil;Profissão;Hobbies (Código);Número de Cartões de Crédito
2412;Pós-Graduação;Não;4063.35;45.19;MG;Viúvo;Médico;VYCB;1
2413;Médio;Sim;5769.22;18.05;RN;Solteiro;Estudante;LCYH;2
2414;Pós-Graduação;Não;9428.18;21.27;RR;Casado;Professor;SBGO;3
2415;Pós-Graduação;Não;6318.8;25.78;SE;Divorciado;Artista;M;0
2416;Pós-Graduação;Não;7184.51;79.03;AL;Viúvo;Advogado;Q;3
2417;Pós-Graduação;Sim;9120.17;33.5;RO;Solteiro;Artista;OIAP;3
2418;Pós-Graduação;Sim;6656.53;21.57;RO;Viúvo;Outros;R;0
2419;Pós-Graduação;Não;7341.02;75.09;PA;Viúvo;Empresário;NEJVD;3
2420;Fundamental;Sim;2165.03;73.22;RS;Casado;Empresário;HKP;0
2421;Médio;Sim;1703.78;47.92;AC;Solteiro;Outros;IM;1
2422;Pós-Graduação;Não;8723.19;20.93;SP;Viúvo;Outros;SA;0
2423;Médio;Sim;4248.67;18.24;TO;Viúvo;Artista;WOXLV;0
2424;Fundamental;Não;8034.9;23.85;PB;Casado;Médico;SH;0
2425;Superior;Não;2016.71;48.72;PI;Viúvo;Médico;V;1
2426;Pós-Graduação;Sim;6592.01;29.05;PE;Viúvo;Professor;OQZ;3
2427;Fundamental;Não;1233.27;21.02;SP;Viúvo;Outros;RNVUB;0
2428;Superior;Não;2537.57;77.13;DF;Casado;Outros;JN;2
2429;Superior;Não;2246.58;66.65;AM;Solteiro;Médico;GKQJZ;0
2430;Fundamental;Não;6287.56;33.44;MG;Viúvo;Engenheiro;ITA;2
2431;Fundamental;Sim;7049.41;18.03;PR;Viúvo;Professor;FDO;3
2432;Médio;Sim;8517.44;79.11;SE;Divorciado;Estudante;FNRG;3
2433;Fundamental;Não;8856.02;42.81;SC;Viúvo;Empresário;R;3
2434;Médio;Sim;8211.32;71.68;TO;Viúvo;Engenheiro;A;2
2435;Fundamental;Não;6115.56;57.57;AM;Casado;Artista;ZBX;3
2436;Superior;Não;6582.37;39.04;RO;Viúvo;Artista;NH;2
2437;Superior;Sim;9299.27;32.77;TO;Viúvo;Empresário;YSTAT;3
2438;Médio;Não;4767.39;62.5;PI;Divorciado;Advogado;BUKM;1
2439;Médio;Sim;3616.8;31.87;RS;Viúvo;Advogado;OBF;0
2440;Pós-Graduação;Não;3187.91;59.57;PE;Viúvo;Outros;MTH;3
2441;Superior;Sim;2013.13;27.7;CE;Viúvo;Empresário;EXYQ;1
2442;Fundamental;Não;7025.01;70.39;RN;Solteiro;Artista;VSUL;1
2443;Pós-Graduação;Não;5061.04;34.08;SC;Solteiro;Artista;OUB;2
2444;Médio;Sim;9996.28;25.89;RJ;Viúvo;Empresário;HYQY;0
2445;Pós-Graduação;Não;3639.3;53.01;CE;Solteiro;Estudante;XIB;3
2446;Fundamental;Não;8467.47;21.58;AM;Viúvo;Professor;UL;2
2447;Pós-Graduação;Não;5572.41;19.31;AP;Divorciado;Estudante;M;2
2448;Médio;Não;7908.84;73.64;GO;Solteiro;Advogado;IIUR;1
2449;Médio;Sim;2283.89;24.78;RS;Solteiro;Estudante;RVYW;3
2450;Médio;Não;3020.3;18.4;MG;Solteiro;Artista;V;0
2451;Fundamental;Não;8255.99;51.37;TO;Viúvo;Estudante;LW;1
2452;Médio;Sim;4727.59;45.78;MG;Divorciado;Outros;HZZU;1
2453;Médio;Sim;9269.51;48.98;AP;Viúvo;Estudante;ZQ;2
2454;Pós-Graduação;Sim;8474.99;54.03;RJ;Casado;Empresário;AV;1
2455;Pós-Graduação;Sim;8177.66;67.64;PR;Viúvo;Professor;H;1
2456;Pós-Graduação;Sim;6109.45;55.47;AP;Solteiro;Estudante;ETARU;3
2457;Fundamental;Sim;9810.69;66.24;RO;Casado;Engenheiro;MZ;1
2458;Médio;Não;5266.74;38.24;SP;Viúvo;Engenheiro;PP;0
2459;Pós-Graduação;Não;4514.46;67.38;RJ;Viúvo;Médico;MIQR;3
2460;Superior;Não;7875.72;53.72;RN;Divorciado;Professor;TQHZL;0
2461;Pós-Graduação;Sim;4111.5;57.64;SE;Solteiro;Empresário;YX;3
2462;Fundamental;Não;6941.03;56.77;SP;Divorciado;Artista;PTH;0
2463;Superior;Não;1879.44;75.87;RO;Viúvo;Engenheiro;JMCW;3
2464;Pós-Graduação;Sim;2399.08;23.55;BA;Solteiro;Advogado;HBIEB;0
2465;Médio;Não;2116.52;74.7;SE;Viúvo;Advogado;OENA;2
2466;Superior;Sim;5068.73;21.22;MS;Solteiro;Engenheiro;XTNJX;1
2467;Pós-Graduação;Não;4851.5;20.75;SC;Viúvo;Estudante;VWFT;0
2468;Superior;Sim;1768.45;59.78;DF;Solteiro;Advogado;UOL;1
2469;Médio;Sim;6458.97;20.44;PI;Viúvo;Professor;MCTCT;2
2470;Médio;Não;1396.63;26.89;ES;Casado;Artista;PKCMZ;3
2471;Fundamental;Sim;5789.83;28.25;AM;Solteiro;Outros;CVR;0
2472;Pós-Graduação;Sim;6802.13;19.66;CE;Divorciado;Empresário;UB;3
2473;Superior;Sim;9071.6;45.9;SP;Divorciado;Médico;FTC;0
2474;Pós-Graduação;Não;1028.15;32.13;AC;Viúvo;Empresário;O;2
2475;Superior;Sim;4427.18;49.66;RN;Solteiro;Artista;RMOV;3
2476;Superior;Não;2102.91;65.8;ES;Solteiro;Estudante;H;3
2477;Pós-Graduação;Não;8253.64;57.69;PI;Solteiro;Professor;Q;0
2478;Pós-Graduação;Sim;1345.33;74.97;AL;Solteiro;Engenheiro;P;3
2479;Fundamental;Sim;4498.38;71.88;RS;Viúvo;Estudante;BYNI;2
2480;Fundamental;Sim;6124.63;66.83;SE;Viúvo;Advogado;DRYH;0
2481;Médio;Não;4663.56;52.37;MG;Casado;Artista;CS;0
2482;Fundamental;Sim;1116.24;71.27;DF;Divorciado;Outros;KTL;3
2483;Médio;Não;4498.16;60.67;PR;Viúvo;Professor;VZJ;0
2484;Superior;Sim;3126.98;55.55;MT;Casado;Artista;FESO;3
2485;Médio;Não;9751.46;76.61;BA;Solteiro;Engenheiro;EQDQV;0
2486;Superior;Não;7532.82;31.6;ES;Casado;Médico;E;0
2487;Pós-Graduação;Sim;9527.19;68.34;SC;Viúvo;Artista;F;1
2488;Superior;Sim;1298.39;35.44;DF;Solteiro;Advogado;KRG;0
2489;Médio;Não;2988.82;53.78;RN;Viúvo;Advogado;LB;0
2490;Fundamental;Não;7965.33;60.56;MT;Viúvo;Empresário;MPGB;2
2491;Superior;Sim;5790.78;51.1;MS;Solteiro;Engenheiro;PYT;1
2492;Superior;Sim;7723.93;57.34;MS;Solteiro;Estudante;ZGF;3
2493;Superior;Sim;5383.21;57.44;PE;Casado;Professor;WDI;2
2494;Médio;Sim;8798.32;22.27;SP;Casado;Médico;U;0
2495;Fundamental;Não;5605.83;74.43;DF;Casado;Artista;GQPW;1
2496;Superior;Não;5839.38;73.36;RJ;Casado;Estudante;V;1
2497;Pós-Graduação;Sim;9734.29;39.74;MT;Viúvo;Outros;F;0
2498;Superior;Não;1418.38;48.59;AM;Divorciado;Estudante;IT;0
2499;Pós-Graduação;Sim;2919.52;38.7;RR;Casado;Professor;ZBEOE;3
2500;Superior;Não;9888.28;78.34;MS;Casado;Advogado;THZYB;2
2501;Pós-Graduação;Não;5120.24;69.56;MG;Divorciado;Advogado;KURHL;0
2502;Fundamental;Sim;5871.42;33.14;SC;Viúvo;Médico;E;1
2503;Médio;Sim;9119.68;67.98;RO;Viúvo;Outros;DE;2
2504;Superior;Não;2145.26;48.11;RR;Casado;Médico;U;0
2505;Médio;Sim;5756.93;79.69;MS;Divorciado;Outros;E;1
2506;Médio;Não;8861.54;42.27;PE;Casado;Artista;VYTJQ;3
2507;Fundamental;Não;3295.89;24.3;AP;Casado;Professor;RVG;0
2508;Superior;Não;3813.19;35.75;MG;Solteiro;Artista;Q;2
2509;Superior;Sim;7996.61;21.96;BA;Casado;Empresário;FA;1
2510;Superior;Sim;2543.53;40.51;SE;Solteiro;Estudante;C;2
2511;Médio;Sim;3051.29;23.89;RN;Divorciado;Outros;ND;3
2512;Médio;Sim;6577.83;30.11;MA;Divorciado;Estudante;BFF;0
2513;Fundamental;Não;8110.45;66.44;ES;Divorciado;Empresário;LAP;1
2514;Pós-Graduação;Sim;4249.09;69.58;MS;Viúvo;Estudante;SGG;1
2515;Pós-Graduação;Não;8743.22;37.37;ES;Solteiro;Artista;MKIWX;1
2516;Superior;Sim;6113.36;64.79;RO;Viúvo;Outros;ZFSVH;1
2517;Fundamental;Não;6827.8;53.41;AM;Viúvo;Professor;HRQA;0
2518;Médio;Sim;7456.96;55.45;PB;Divorciado;Outros;CZZQ;3
2519;Médio;Sim;7688.69;25.52;RJ;Solteiro;Empresário;FJZ;0
2520;Médio;Sim;8411.77;66.73;MA;Casado;Médico;TU;0
2521;Superior;Sim;2752.31;78.59;MS;Solteiro;Empresário;QCX;2
2522;Superior;Não;9044.0;19.01;PE;Viúvo;Outros;T;1
2523;Médio;Não;5531.51;59.88;PE;Divorciado;Professor;LQG;1
2524;Médio;Não;2402.68;18.09;AP;Divorciado;Estudante;VUNCE;1
2525;Fundamental;Não;9898.4;46.33;SC;Casado;Artista;O;0
2526;Fundamental;Não;9947.48;48.54;MT;Viúvo;Artista;AX;0
2527;Médio;Sim;6423.52;30.99;CE;Divorciado;Advogado;DL;0
2528;Médio;Não;3749.5;46.51;AL;Divorciado;Outros;D;1
2529;Pós-Graduação;Não;6114.65;34.52;AP;Casado;Estudante;DB;2
2530;Fundamental;Sim;4545.77;30.79;MA;Divorciado;Outros;WYM;2
2531;Pós-Graduação;Não;9027.85;63.4;GO;Solteiro;Médico;H;1
2532;Médio;Não;4418.55;75.58;DF;Divorciado;Artista;DRQ;1
2533;Pós-Graduação;Sim;4766.89;43.27;PR;Viúvo;Médico;DY;2
2534;Fundamental;Sim;6251.49;70.83;MT;Casado;Professor;BSD;0
2535;Pós-Graduação;Não;8574.47;40.75;MG;Divorciado;Advogado;IMQO;1
2536;Superior;Sim;7659.68;79.19;MS;Viúvo;Professor;RJDI;0
2537;Fundamental;Sim;7071.55;42.04;AC;Casado;Outros;FHVVU;2
2538;Pós-Graduação;Não;8631.38;78.62;SP;Viúvo;Engenheiro;ATY;2
2539;Fundamental;Não;3918.27;71.45;TO;Divorciado;Advogado;IYE;1
2540;Pós-Graduação;Não;4435.46;65.07;TO;Casado;Estudante;NEAN;1
2541;Médio;Não;9306.19;64.77;SP;Casado;Outros;PXFE;1
2542;Superior;Não;2048.26;57.93;RR;Viúvo;Estudante;X;2
2543;Superior;Sim;3030.87;55.9;AC;Divorciado;Outros;P;0
2544;Superior;Não;5582.46;40.86;MG;Casado;Empresário;OQBH;1
2545;Médio;Sim;5434.96;67.1;PB;Viúvo;Médico;SKS;3
2546;Pós-Graduação;Não;7920.4;76.94;CE;Viúvo;Professor;WHGH;0
2547;Superior;Sim;4988.22;25.11;AP;Divorciado;Empresário;QT;3
2548;Fundamental;Sim;4036.06;61.5;TO;Casado;Artista;LK;0
2549;Médio;Não;2570.59;65.37;PB;Divorciado;Empresário;TGI;2
2550;Pós-Graduação;Não;9041.96;69.75;MT;Divorciado;Estudante;PURXU;3
2551;Médio;Não;1738.86;66.94;PB;Solteiro;Empresário;CAMSZ;1
2552;Pós-Graduação;Não;1388.14;31.03;RN;Viúvo;Outros;DCZS;1
2553;Superior;Sim;7664.82;23.5;PI;Divorciado;Artista;CNYO;0
2554;Médio;Não;1471.93;67.8;PA;Solteiro;Estudante;P;0
2555;Superior;Não;4327.25;59.46;PE;Solteiro;Advogado;EDQZE;2
2556;Pós-Graduação;Sim;1843.96;27.46;PE;Viúvo;Professor;FKLX;1
2557;Superior;Não;1058.65;63.44;PA;Viúvo;Outros;LONUH;2
2558;Superior;Sim;4856.09;36.0;TO;Viúvo;Advogado;D;2
2559;Médio;Sim;4407.81;59.09;MG;Solteiro;Professor;PEZ;1
2560;Superior;Sim;8836.31;57.62;SE;Casado;Engenheiro;U;0
2561;Pós-Graduação;Não;6326.06;73.03;MT;Viúvo;Professor;MRTUP;3
2562;Fundamental;Sim;9212.64;71.96;DF;Casado;Engenheiro;P;3
2563;Pós-Graduação;Não;9611.26;47.73;AC;Viúvo;Médico;U;1
2564;Superior;Sim;5411.62;28.12;CE;Divorciado;Engenheiro;OZT;3
2565;Fundamental;Sim;5385.32;29.57;GO;Divorciado;Advogado;GKVT;1
2566;Superior;Sim;5008.05;77.93;MT;Viúvo;Advogado;JXCI;0
2567;Superior;Não;3826.59;52.09;GO;Viúvo;Empresário;R;1
2568;Fundamental;Não;8858.3;39.19;MT;Divorciado;Estudante;FJEP;0
2569;Médio;Não;7762.87;51.94;AC;Casado;Professor;EP;0
2570;Superior;Sim;9474.72;25.47;AM;Casado;Professor;FEHE;3
2571;Fundamental;Sim;3925.46;76.73;RS;Solteiro;Professor;H;2
2572;Superior;Não;9843.68;32.97;RJ;Viúvo;Empresário;HC;1
2573;Pós-Graduação;Não;3180.71;54.31;MA;Viúvo;Engenheiro;BKLN;3
2574;Médio;Sim;6005.61;59.46;BA;Solteiro;Médico;L;3
2575;Superior;Sim;9696.24;35.91;RJ;Casado;Empresário;MW;2
2576;Fundamental;Sim;3417.75;51.79;DF;Viúvo;Engenheiro;OSO;1
2577;Médio;Sim;2350.95;62.18;PR;Divorciado;Engenheiro;A;3
2578;Médio;Não;7708.26;41.57;PB;Casado;Artista;VPX;1
2579;Médio;Sim;8066.67;51.43;CE;Divorciado;Outros;CO;1
2580;Fundamental;Não;3276.28;44.13;BA;Viúvo;Empresário;FCY;0
2581;Fundamental;Não;2892.55;70.7;BA;Solteiro;Advogado;YB;1
2582;Pós-Graduação;Sim;8248.82;49.37;RO;Solteiro;Artista;MTT;0
2583;Médio;Sim;5354.33;24.58;PI;Divorciado;Médico;D;2
2584;Pós-Graduação;Sim;9402.82;51.33;PI;Solteiro;Estudante;DM;1
2585;Médio;Não;7441.37;46.53;GO;Solteiro;Professor;IFGM;3
2586;Fundamental;Não;9889.75;49.43;BA;Viúvo;Outros;XA;0
2587;Fundamental;Sim;5898.82;41.75;ES;Casado;Engenheiro;U;3
2588;Pós-Graduação;Não;5411.73;64.44;DF;Casado;Artista;W;0
2589;Médio;Sim;7600.31;19.16;TO;Divorciado;Professor;ECNO;2
2590;Médio;Não;5323.45;69.35;RR;Casado;Outros;JXBSR;3
2591;Superior;Não;2565.07;18.54;RJ;Divorciado;Outros;CI;2
2592;Fundamental;Não;6479.72;32.9;GO;Viúvo;Advogado;INACU;0
2593;Pós-Graduação;Sim;8405.12;36.62;RN;Divorciado;Professor;ELO;1
2594;Pós-Graduação;Sim;2019.41;69.6;RJ;Viúvo;Advogado;RG;2
2595;Fundamental;Sim;1759.95;74.43;AM;Viúvo;Engenheiro;GNHZI;2
2596;Pós-Graduação;Sim;4218.75;79.04;MG;Divorciado;Médico;WH;2
2597;Fundamental;Não;2692.85;71.1;BA;Divorciado;Engenheiro;JJAH;0
2598;Pós-Graduação;Sim;9238.58;34.18;PE;Casado;Advogado;TSA;2
2599;Superior;Sim;3985.11;62.14;DF;Divorciado;Artista;XPRCV;2
2600;Pós-Graduação;Não;4990.47;43.56;RS;Casado;Empresário;Z;1
2601;Superior;Sim;9611.62;62.29;AM;Casado;Outros;BCR;2
2602;Superior;Sim;8256.32;53.67;RR;Casado;Artista;IRA;1
2603;Pós-Graduação;Sim;6748.22;40.27;RS;Divorciado;Empresário;P;0
2604;Médio;Não;8216.35;53.36;PR;Solteiro;Engenheiro;Z;0
2605;Pós-Graduação;Não;4204.72;74.66;SE;Viúvo;Outros;GLY;2
2606;Superior;Não;3494.26;42.13;GO;Solteiro;Advogado;YS;0
2607;Fundamental;Sim;2598.71;70.28;PE;Casado;Médico;IF;2
2608;Fundamental;Não;2669.1;60.62;PE;Viúvo;Artista;YHZX;3
2609;Fundamental;Não;1092.65;23.49;MG;Solteiro;Outros;VBWVP;1
2610;Superior;Não;1861.98;20.29;RN;Casado;Estudante;RPE;2
2611;Fundamental;Não;6101.19;64.37;MT;Divorciado;Outros;EG;1
2612;Fundamental;Sim;7675.26;48.03;AC;Divorciado;Outros;IIVB;1
2613;Médio;Não;2120.15;31.85;RN;Divorciado;Advogado;DFHLI;1
2614;Médio;Sim;7451.46;46.91;RO;Casado;Estudante;K;0
2615;Superior;Sim;3643.27;23.28;GO;Solteiro;Professor;O;3
2616;Superior;Não;1409.11;74.21;BA;Solteiro;Outros;NXZL;1
2617;Pós-Graduação;Não;4565.42;74.08;RR;Viúvo;Estudante;EN;0
2618;Fundamental;Sim;3948.1;75.37;MT;Solteiro;Advogado;B;0
2619;Superior;Não;3799.75;56.38;RR;Divorciado;Engenheiro;BI;3
2620;Pós-Graduação;Sim;4770.95;23.44;MT;Casado;Outros;NO;0
2621;Pós-Graduação;Sim;3613.23;69.5;GO;Solteiro;Artista;OJBZV;1
2622;Fundamental;Não;8142.85;25.69;MT;Solteiro;Empresário;R;1
2623;Pós-Graduação;Não;5590.7;40.97;AP;Casado;Professor;XDDXN;2
2624;Superior;Sim;2398.09;19.7;PE;Casado;Artista;WI;1
2625;Médio;Não;6903.1;51.6;SP;Casado;Estudante;SNJ;1
2626;Pós-Graduação;Não;1281.43;47.82;AL;Divorciado;Professor;LMOUD;0
2627;Fundamental;Não;3060.91;42.72;PI;Divorciado;Artista;Z;2
2628;Fundamental;Não;6613.45;52.25;PE;Divorciado;Médico;DXD;3
2629;Pós-Graduação;Sim;9338.58;22.57;MT;Viúvo;Artista;HD;1
2630;Pós-Graduação;Sim;3287.1;40.13;PB;Viúvo;Advogado;SYYEG;3
2631;Superior;Não;6925.57;68.25;CE;Divorciado;Advogado;JOPV;1
2632;Fundamental;Não;7984.6;66.15;MT;Viúvo;Outros;PUAYT;3
2633;Médio;Sim;3619.85;35.68;RN;Casado;Outros;IXET;2
2634;Fundamental;Não;8826.21;46.93;RS;Divorciado;Outros;SYMI;3
2635;Médio;Não;5098.83;35.23;AM;Casado;Artista;UM;2
2636;Pós-Graduação;Não;4860.24;74.47;MS;Divorciado;Estudante;ISAO;3
2637;Fundamental;Não;6141.61;70.08;PE;Viúvo;Engenheiro;EQVWM;3
2638;Fundamental;Sim;1954.91;33.27;GO;Casado;Empresário;IX;2
2639;Superior;Não;4050.58;75.51;SC;Viúvo;Engenheiro;X;2
2640;Superior;Sim;5130.52;63.57;BA;Divorciado;Professor;OLAO;2
2641;Superior;Não;4033.71;33.3;RN;Solteiro;Artista;XRBY;0
2642;Pós-Graduação;Sim;5649.38;56.39;CE;Solteiro;Engenheiro;RH;3
2643;Superior;Sim;5447.24;25.08;RR;Divorciado;Outros;DSRLC;3
2644;Médio;Sim;7692.02;24.7;MG;Viúvo;Engenheiro;DBR;0
2645;Superior;Sim;5293.63;50.25;PR;Divorciado;Engenheiro;JKZYC;0
2646;Médio;Sim;5727.35;29.39;AM;Solteiro;Médico;SYYSD;2
2647;Pós-Graduação;Sim;2959.23;18.6;PB;Solteiro;Engenheiro;XM;1
2648;Pós-Graduação;Não;7982.59;38.08;AM;Solteiro;Engenheiro;AABWD;0
2649;Fundamental;Não;4084.57;45.48;SE;Divorciado;Advogado;HEBM;0
2650;Médio;Sim;1316.8;26.21;SP;Solteiro;Estudante;KZOJZ;2
2651;Médio;Sim;3840.08;25.96;AL;Viúvo;Médico;V;2
2652;Superior;Não;5454.56;40.64;DF;Solteiro;Artista;GJQDE;0
2653;Pós-Graduação;Não;8190.09;48.39;AP;Solteiro;Empresário;NKQ;2
2654;Fundamental;Não;3340.06;30.06;TO;Casado;Estudante;T;3
2655;Pós-Graduação;Sim;1204.84;38.81;PE;Viúvo;Empresário;NS;0
2656;Superior;Não;3766.76;73.83;MT;Viúvo;Estudante;UJSK;3
2657;Superior;Sim;3860.47;33.56;RO;Solteiro;Estudante;CU;0
2658;Médio;Não;2755.49;32.31;CE;Solteiro;Artista;ZZFTW;1
2659;Médio;Sim;9734.54;53.56;PR;Viúvo;Médico;RYFHH;1
2660;Superior;Sim;1311.46;45.0;RJ;Divorciado;Empresário;Z;2
2661;Pós-Graduação;Sim;8374.14;67.66;BA;Divorciado;Estudante;KYF;0
2662;Médio;Não;6031.43;52.52;MS;Divorciado;Estudante;NYG;1
2663;Pós-Graduação;Não;2481.05;79.32;RO;Solteiro;Artista;CO;0
2664;Fundamental;Não;5745.37;22.89;RO;Solteiro;Médico;X;2
2665;Superior;Sim;1360.74;66.95;MG;Viúvo;Advogado;AI;2
2666;Pós-Graduação;Sim;1457.93;59.64;PA;Divorciado;Professor;INI;2
2667;Pós-Graduação;Sim;5639.66;54.67;ES;Solteiro;Outros;MTXW;0
2668;Fundamental;Sim;3200.83;48.73;PI;Solteiro;Outros;FXGF;0
2669;Pós-Graduação;Não;4549.35;78.93;PA;Casado;Médico;I;3
2670;Fundamental;Não;2155.64;45.59;MS;Divorciado;Engenheiro;WSS;0
2671;Fundamental;Sim;3242.33;78.34;RJ;Casado;Advogado;IWHC;0
2672;Pós-Graduação;Não;5982.3;48.61;ES;Solteiro;Artista;JO;3
2673;Pós-Graduação;Não;4582.44;66.88;AL;Casado;Artista;Z;0
2674;Fundamental;Não;8133.74;54.13;SP;Solteiro;Estudante;YNGAO;0
2675;Médio;Não;9599.65;39.97;BA;Viúvo;Médico;K;0
2676;Fundamental;Não;8798.04;44.78;DF;Divorciado;Professor;A;0
2677;Superior;Não;3987.19;30.46;BA;Casado;Médico;EZ;0
2678;Fundamental;Não;8951.5;75.67;RO;Casado;Médico;AWDMB;3
2679;Médio;Sim;5614.66;49.56;AL;Viúvo;Engenheiro;OFL;2
2680;Pós-Graduação;Sim;3695.01;21.82;PA;Casado;Estudante;C;3
2681;Fundamental;Não;9110.62;31.78;ES;Casado;Advogado;WWKIK;2
2682;Fundamental;Sim;8799.15;21.04;MT;Divorciado;Outros;OJBWM;1
2683;Fundamental;Sim;4803.41;68.22;TO;Viúvo;Empresário;CS;2
2684;Médio;Sim;2138.77;42.56;AP;Solteiro;Engenheiro;IJC;0
2685;Superior;Sim;9838.42;75.1;CE;Casado;Empresário;WPZO;2
2686;Fundamental;Não;8745.45;48.91;SE;Viúvo;Artista;JBEF;0
2687;Fundamental;Sim;1339.5;57.96;AM;Viúvo;Outros;FLQ;2
2688;Pós-Graduação;Sim;1531.96;52.2;PE;Divorciado;Empresário;DDBWD;1
2689;Superior;Sim;7588.47;71.96;MT;Casado;Médico;AWQNR;3
2690;Médio;Não;4114.4;19.75;ES;Divorciado;Estudante;C;1
2691;Superior;Sim;9057.48;52.11;TO;Solteiro;Advogado;HK;0
2692;Pós-Graduação;Não;4423.85;24.65;TO;Solteiro;Estudante;PSAL;3
2693;Pós-Graduação;Sim;6439.08;35.87;PB;Viúvo;Estudante;FHEGO;3
2694;Fundamental;Sim;1398.22;78.38;RJ;Solteiro;Advogado;SBAXZ;0
2695;Médio;Sim;5118.1;38.85;PB;Solteiro;Outros;MMI;2
2696;Superior;Sim;2324.52;42.14;RR;Solteiro;Professor;Q;0
2697;Fundamental;Não;9099.41;75.11;PA;Solteiro;Empresário;D;0
2698;Fundamental;Sim;3423.69;39.3;RR;Solteiro;Médico;AQNI;2
2699;Médio;Não;1215.98;31.64;PB;Solteiro;Artista;QZ;1
2700;Pós-Graduação;Não;5407.25;18.86;RJ;Casado;Professor;CWHPA;0
2701;Médio;Sim;4932.18;56.66;PI;Casado;Artista;EQS;2
2702;Médio;Sim;4836.03;71.73;RN;Viúvo;Professor;A;2
2703;Médio;Sim;6500.15;75.48;PA;Viúvo;Artista;EA;2
2704;Fundamental;Sim;4739.87;47.28;AL;Casado;Estudante;FA;2
2705;Superior;Não;1613.66;74.67;PR;Divorciado;Estudante;JE;1
2706;Fundamental;Sim;6823.69;33.02;SC;Solteiro;Estudante;FX;3
2707;Superior;Sim;4034.02;37.1;MG;Viúvo;Professor;QBM;0
2708;Médio;Sim;9425.45;27.64;MS;Solteiro;Estudante;C;3
2709;Fundamental;Não;9162.93;39.91;PB;Casado;Advogado;ZCQ;0
2710;Médio;Sim;2557.71;43.1;PB;Viúvo;Empresário;Z;2
2711;Superior;Não;2788.73;73.87;PE;Casado;Professor;LRS;3
2712;Fundamental;Não;5915.14;75.52;SE;Solteiro;Outros;WZRMG;1
2713;Pós-Graduação;Sim;8924.4;30.75;AP;Viúvo;Advogado;XYXSM;1
2714;Superior;Sim;4349.73;24.56;PA;Divorciado;Artista;JC;3
2715;Fundamental;Não;2614.54;77.39;RO;Solteiro;Advogado;KAB;0
2716;Médio;Sim;9794.37;55.97;PA;Divorciado;Professor;ET;3
2717;Fundamental;Não;6822.23;63.58;RS;Divorciado;Empresário;O;3
2718;Pós-Graduação;Sim;7377.19;40.5;AC;Viúvo;Engenheiro;SS;1
2719;Superior;Não;7747.51;77.15;SC;Solteiro;Médico;TYP;2
2720;Fundamental;Sim;6676.85;53.27;AM;Viúvo;Estudante;E;3
2721;Fundamental;Sim;2123.53;36.48;AM;Solteiro;Médico;T;1
2722;Pós-Graduação;Não;5699.15;32.12;AC;Divorciado;Estudante;GCK;2
2723;Fundamental;Não;3607.21;52.98;RS;Viúvo;Engenheiro;KHCZ;1
2724;Pós-Graduação;Sim;4580.65;49.21;MS;Solteiro;Empresário;PLZ;3
2725;Superior;Sim;2871.87;78.59;BA;Casado;Médico;IPR;1
2726;Fundamental;Sim;4866.84;31.21;GO;Solteiro;Artista;SCCJI;3
2727;Fundamental;Sim;4342.79;36.0;SP;Solteiro;Empresário;FYD;1
2728;Médio;Sim;5696.57;40.07;PI;Divorciado;Estudante;XW;1
2729;Fundamental;Não;2171.27;65.03;DF;Solteiro;Empresário;BPMRC;0
2730;Superior;Sim;9471.2;55.44;AC;Casado;Estudante;BZAM;0
2731;Superior;Não;5296.91;38.01;PB;Divorciado;Professor;YDGHZ;3
2732;Médio;Não;4487.34;72.6;PE;Viúvo;Estudante;YKE;0
2733;Médio;Sim;2838.25;65.74;SC;Solteiro;Engenheiro;PNWAQ;1
2734;Médio;Não;1857.1;38.47;CE;Viúvo;Artista;JA;0
2735;Médio;Não;2581.83;20.31;SE;Divorciado;Engenheiro;K;3
2736;Superior;Sim;7691.63;56.88;MS;Viúvo;Engenheiro;UYVG;1
2737;Fundamental;Sim;8376.75;73.6;TO;Solteiro;Advogado;ZS;0
2738;Fundamental;Sim;1806.6;26.66;MA;Casado;Empresário;XF;2
2739;Médio;Não;2361.19;48.75;AL;Solteiro;Advogado;SBW;2
2740;Médio;Não;8553.48;22.33;PI;Casado;Empresário;OXMS;3
2741;Pós-Graduação;Não;9191.79;33.51;AP;Casado;Empresário;RVIP;2
2742;Pós-Graduação;Não;5400.92;29.9;RR;Divorciado;Professor;URHX;2
2743;Fundamental;Não;8159.4;48.58;MS;Casado;Artista;FOO;0
2744;Fundamental;Sim;2923.94;67.17;AL;Viúvo;Estudante;BN;1
2745;Médio;Não;2278.68;32.89;MS;Solteiro;Empresário;FZVPX;0
2746;Fundamental;Sim;4953.66;53.16;RO;Casado;Advogado;XL;2
2747;Médio;Não;1269.07;47.09;SP;Divorciado;Professor;NXQNY;3
2748;Pós-Graduação;Sim;6975.96;77.84;RO;Solteiro;Médico;EKDE;3
2749;Fundamental;Sim;8303.58;42.07;ES;Divorciado;Professor;I;2
2750;Pós-Graduação;Sim;2971.52;23.95;CE;Casado;Professor;K;2
2751;Médio;Sim;2751.63;59.27;PR;Solteiro;Outros;T;0
2752;Pós-Graduação;Sim;8853.51;68.79;DF;Casado;Empresário;COPNM;3
2753;Fundamental;Não;1093.48;52.1;PE;Divorciado;Empresário;LLTS;0
2754;Fundamental;Sim;8156.53;73.68;AP;Casado;Professor;M;0
