ID Cliente,Cor do Cabelo,Cor dos Olhos,Cor da Pele,Altura (cm),Peso (kg),Tatuagens,Piercings,Tipo Sanguíneo,Tipo de Pele
2281,Ruivo,Azul,Amarela,177.05,112.55,0,0,A-,Seca
2282,Preto,Preto,Indígena,195.38,81.35,3,0,AB-,Oleosa
2283,Castanho,Azul,Indígena,150.14,43.87,2,0,A+,Seca
2284,Ruivo,Preto,Indígena,170.04,114.25,2,0,O+,Seca
2285,Ruivo,Azul,Indígena,191.67,44.15,5,0,O+,Mista
2286,Loiro,Azul,Parda,157.27,58.92,5,2,A-,Seca
2287,Preto,Azul,Negra,163.57,71.7,2,3,AB-,Oleosa
2288,Loiro,Azul,Parda,172.14,59.1,4,3,AB-,Mista
2289,Preto,Preto,Amarela,170.68,106.34,5,0,O-,Seca
2290,Loiro,Castanho,Parda,192.39,69.68,1,3,A-,Normal
2291,Ruivo,Azul,Negra,155.23,50.34,4,1,AB-,Seca
2292,Ruivo,Verde,Indígena,161.32,82.47,5,1,AB-,Oleosa
2293,Castanho,Azul,Branca,166.32,91.29,4,3,O+,Seca
2294,Ruivo,Preto,Amarela,159.24,91.76,3,2,O+,Mista
2295,Ruivo,Azul,Branca,169.73,74.31,2,2,A-,Mista
2296,Ruivo,Castanho,Negra,168.83,106.99,4,3,O+,Seca
2297,Ruivo,Preto,Negra,163.25,89.91,5,1,O+,Normal
2298,Castanho,Azul,Branca,171.11,87.02,3,3,AB+,Normal
2299,Preto,Azul,Negra,183.16,40.88,2,2,A+,Mista
2300,Castanho,Azul,Branca,180.87,57.31,0,2,B-,Normal
2301,Castanho,Azul,Negra,195.76,43.5,5,2,O+,Oleosa
2302,Loiro,Castanho,Negra,184.94,49.46,0,0,B-,Seca
2303,Preto,Preto,Amarela,179.09,53.19,5,3,O+,Seca
2304,Loiro,Preto,Parda,184.82,104.44,5,3,AB+,Oleosa
2305,Castanho,Azul,Branca,177.48,58.98,2,0,O+,Mista
2306,Ruivo,Preto,Indígena,165.58,42.3,4,0,A+,Seca
2307,Preto,Verde,Amarela,175.34,69.19,3,1,AB-,Seca
2308,Ruivo,Azul,Amarela,178.36,41.86,5,3,AB-,Mista
2309,Castanho,Preto,Parda,184.43,60.98,1,0,AB-,Seca
2310,Castanho,Preto,Negra,193.34,52.65,3,3,A-,Oleosa
2311,Castanho,Preto,Indígena,166.37,56.0,3,2,O+,Normal
2312,Preto,Preto,Amarela,179.42,115.42,2,2,A-,Seca
2313,Loiro,Azul,Amarela,198.94,100.56,0,0,A-,Normal
2314,Loiro,Castanho,Negra,190.18,85.47,5,0,B-,Seca
2315,Ruivo,Azul,Amarela,152.47,95.69,5,2,B-,Seca
2316,Preto,Preto,Indígena,156.21,69.33,0,2,AB-,Oleosa
2317,Ruivo,Castanho,Parda,156.74,108.6,4,3,O+,Oleosa
2318,Ruivo,Verde,Indígena,179.96,85.96,4,1,B-,Oleosa
2319,Loiro,Azul,Amarela,159.03,105.95,3,2,B+,Normal
2320,Preto,Azul,Branca,192.24,117.53,3,3,B+,Normal
2321,Castanho,Azul,Parda,189.05,43.33,2,3,AB+,Mista
2322,Ruivo,Azul,Indígena,199.73,89.86,2,2,AB-,Seca
2323,Castanho,Verde,Parda,162.32,82.68,1,2,A-,Oleosa
2324,Preto,Verde,Parda,196.44,43.44,2,3,B+,Normal
2325,Ruivo,Castanho,Negra,194.46,109.04,4,1,AB-,Oleosa
2326,Castanho,Castanho,Parda,152.22,77.08,3,1,O+,Oleosa
2327,Castanho,Preto,Parda,155.67,113.38,2,3,O+,Mista
2328,Loiro,Preto,Amarela,173.72,115.8,2,0,A-,Mista
2329,Preto,Preto,Indígena,171.12,114.76,0,2,B+,Seca
2330,Preto,Verde,Amarela,186.41,92.93,2,1,A-,Seca
2331,Preto,Verde,Branca,161.35,60.62,5,0,B+,Seca
2332,Ruivo,Verde,Parda,179.8,61.87,3,2,O+,Oleosa
2333,Loiro,Azul,Indígena,187.64,90.41,2,3,O-,Oleosa
2334,Ruivo,Azul,Parda,177.76,116.15,0,3,AB+,Oleosa
2335,Preto,Verde,Branca,169.74,43.51,4,2,O+,Seca
2336,Ruivo,Castanho,Parda,171.06,62.87,3,0,O-,Seca
2337,Castanho,Preto,Amarela,162.43,84.55,3,1,AB+,Mista
2338,Ruivo,Castanho,Branca,198.79,88.4,4,3,O-,Mista
2339,Ruivo,Castanho,Indígena,182.38,95.48,4,2,O+,Mista
2340,Preto,Verde,Negra,155.0,114.06,3,3,B-,Seca
2341,Castanho,Verde,Branca,178.96,58.01,1,3,A-,Normal
2342,Preto,Preto,Negra,166.38,47.25,5,0,O+,Seca
2343,Castanho,Castanho,Amarela,179.97,84.6,0,1,B-,Mista
2344,Castanho,Castanho,Branca,168.95,90.45,0,3,A+,Mista
2345,Castanho,Castanho,Branca,150.38,49.66,4,2,AB-,Oleosa
2346,Preto,Castanho,Indígena,151.24,83.84,1,1,B+,Seca
2347,Castanho,Azul,Parda,182.8,71.14,2,2,O-,Mista
2348,Loiro,Verde,Negra,178.62,90.34,5,2,A+,Seca
2349,Loiro,Azul,Parda,190.35,82.35,4,0,AB+,Mista
2350,Loiro,Verde,Parda,164.94,62.67,1,3,B-,Oleosa
2351,Loiro,Azul,Amarela,198.56,107.12,0,2,O+,Oleosa
2352,Preto,Preto,Amarela,162.51,62.64,0,1,B+,Seca
2353,Ruivo,Castanho,Indígena,152.35,66.41,3,0,B+,Normal
2354,Ruivo,Verde,Branca,196.03,118.43,1,3,AB-,Normal
2355,Loiro,Verde,Indígena,199.93,52.55,0,1,A-,Mista
2356,Ruivo,Verde,Negra,184.12,53.43,0,2,O+,Mista
2357,Loiro,Azul,Amarela,163.7,103.54,5,0,AB+,Normal
2358,Loiro,Castanho,Indígena,195.15,69.68,2,1,B+,Normal
2359,Ruivo,Verde,Negra,193.08,49.87,4,1,B-,Normal
2360,Ruivo,Preto,Negra,180.67,89.32,3,0,A+,Mista
2361,Castanho,Preto,Negra,171.57,44.19,5,3,A-,Seca
2362,Loiro,Castanho,Branca,170.52,95.95,5,2,B+,Seca
2363,Ruivo,Castanho,Negra,166.34,70.39,1,3,O-,Oleosa
2364,Ruivo,Castanho,Parda,171.79,58.78,1,1,AB+,Oleosa
2365,Ruivo,Preto,Indígena,158.09,104.93,2,2,O+,Oleosa
2366,Castanho,Castanho,Indígena,191.01,48.2,1,1,A+,Normal
2367,Loiro,Verde,Negra,196.57,73.6,1,2,A-,Mista
2368,Loiro,Azul,Indígena,165.74,51.16,4,1,O-,Seca
2369,Preto,Preto,Indígena,193.26,83.34,2,2,O+,Oleosa
2370,Castanho,Azul,Indígena,174.5,42.44,4,2,B-,Normal
2371,Castanho,Preto,Branca,172.15,40.84,5,3,A-,Oleosa
2372,Loiro,Verde,Indígena,176.88,75.91,1,2,A-,Oleosa
2373,Preto,Azul,Parda,151.46,91.23,2,1,O+,Mista
2374,Preto,Verde,Indígena,172.53,100.62,5,0,B-,Seca
2375,Loiro,Verde,Negra,197.65,112.14,4,1,O-,Seca
2376,Ruivo,Preto,Indígena,188.4,72.49,1,0,A+,Mista
2377,Castanho,Verde,Negra,198.24,50.49,3,2,AB-,Normal
2378,Preto,Verde,Parda,159.61,68.27,3,3,AB-,Oleosa
2379,Ruivo,Preto,Negra,175.32,119.54,3,0,B-,Seca
2380,Preto,Castanho,Branca,180.43,69.28,4,1,O+,Normal
2381,Ruivo,Preto,Negra,171.26,69.21,0,3,A+,Normal
2382,Ruivo,Verde,Indígena,162.13,45.68,4,0,O+,Seca
2383,Castanho,Preto,Negra,189.11,116.39,5,0,B+,Seca
2384,Preto,Verde,Negra,162.9,94.47,4,0,B+,Mista
2385,Preto,Azul,Indígena,170.22,45.43,2,1,B-,Normal
2386,Ruivo,Castanho,Indígena,169.06,58.43,3,2,A+,Seca
2387,Loiro,Azul,Amarela,156.54,98.07,5,2,O+,Seca
2388,Preto,Azul,Negra,181.68,116.09,5,3,B-,Oleosa
2389,Castanho,Castanho,Parda,188.52,73.85,0,2,AB-,Seca
2390,Loiro,Azul,Branca,166.83,104.72,0,3,O+,Seca
2391,Preto,Azul,Amarela,164.46,65.28,5,3,O-,Mista
2392,Castanho,Verde,Parda,155.42,44.32,4,0,B-,Seca
2393,Loiro,Castanho,Amarela,181.63,82.12,0,2,AB-,Normal
2394,Preto,Preto,Indígena,180.18,85.77,2,0,O-,Oleosa
2395,Castanho,Verde,Amarela,167.35,69.87,0,1,O-,Oleosa
2396,Loiro,Castanho,Amarela,196.27,54.34,1,3,AB-,Seca
2397,Preto,Azul,Amarela,150.46,64.18,1,3,O+,Oleosa
2398,Loiro,Azul,Parda,196.6,56.74,2,2,AB+,Seca
2399,Ruivo,Verde,Negra,171.27,87.26,4,3,B+,Seca
2400,Ruivo,Verde,Parda,192.78,64.61,0,2,AB+,Normal
2401,Loiro,Castanho,Branca,155.92,85.37,0,3,A-,Mista
2402,Ruivo,Verde,Branca,157.61,44.53,2,3,A+,Normal
2403,Ruivo,Verde,Parda,159.05,70.03,1,0,AB+,Normal
2404,Loiro,Castanho,Indígena,188.1,61.14,3,0,A+,Mista
2405,Ruivo,Verde,Parda,172.6,99.63,5,3,A+,Oleosa
2406,Loiro,Castanho,Negra,198.22,57.1,1,0,B-,Normal
2407,Loiro,Verde,Indígena,173.92,94.4,2,1,B+,Oleosa
2408,Ruivo,Verde,Indígena,182.83,65.59,4,1,O-,Seca
2409,Preto,Verde,Branca,165.53,115.12,3,0,B-,Seca
2410,Loiro,Azul,Branca,156.72,113.43,3,2,A+,Oleosa
2411,Loiro,Verde,Amarela,165.8,86.68,5,0,B-,Seca
2412,Preto,Castanho,Negra,153.37,65.55,3,1,B+,Mista
2413,Ruivo,Azul,Negra,151.39,76.82,0,3,AB+,Seca
2414,Castanho,Azul,Amarela,153.95,85.81,2,2,B+,Seca
2415,Preto,Verde,Negra,164.05,98.83,2,2,O-,Normal
2416,Castanho,Preto,Negra,199.17,100.68,2,3,AB+,Mista
2417,Ruivo,Azul,Amarela,154.62,114.59,2,0,O+,Oleosa
2418,Loiro,Castanho,Negra,195.54,90.98,3,0,B-,Normal
2419,Loiro,Verde,Amarela,192.59,82.52,0,0,AB-,Oleosa
2420,Ruivo,Castanho,Amarela,190.76,74.78,2,2,B+,Oleosa
2421,Ruivo,Preto,Indígena,162.56,99.49,1,0,B-,Normal
2422,Ruivo,Verde,Negra,189.84,64.03,4,2,AB-,Normal
2423,Ruivo,Castanho,Negra,181.97,97.48,1,1,O+,Normal
2424,Ruivo,Castanho,Parda,199.67,86.46,3,1,A-,Oleosa
2425,Ruivo,Verde,Branca,150.31,74.37,0,1,A-,Mista
2426,Ruivo,Preto,Negra,195.22,71.07,4,2,B+,Seca
2427,Loiro,Azul,Parda,176.84,49.84,3,1,A+,Oleosa
2428,Castanho,Azul,Negra,155.42,58.8,3,3,B-,Normal
2429,Castanho,Verde,Amarela,179.44,110.49,2,3,A+,Normal
2430,Loiro,Verde,Branca,199.1,97.08,5,0,O+,Seca
2431,Preto,Verde,Indígena,174.06,79.59,3,0,AB-,Seca
2432,Castanho,Verde,Negra,174.73,90.18,5,1,O+,Seca
2433,Preto,Preto,Negra,177.94,84.77,5,2,B+,Mista
2434,Loiro,Castanho,Amarela,159.79,71.68,1,2,A-,Oleosa
2435,Preto,Castanho,Negra,153.96,116.39,3,0,AB-,Mista
2436,Loiro,Preto,Parda,178.89,69.94,1,0,B-,Mista
2437,Ruivo,Verde,Parda,194.12,77.5,0,1,A-,Normal
2438,Ruivo,Azul,Branca,167.92,101.76,5,2,A-,Mista
2439,Castanho,Verde,Branca,196.54,117.65,2,3,A-,Normal
2440,Castanho,Castanho,Indígena,194.86,119.51,5,1,B+,Seca
2441,Preto,Verde,Parda,196.55,95.53,1,0,A-,Normal
2442,Preto,Castanho,Indígena,163.66,107.81,3,0,O-,Mista
2443,Castanho,Verde,Branca,156.75,104.1,5,0,O-,Normal
2444,Ruivo,Azul,Indígena,185.91,47.1,2,0,A+,Seca
2445,Loiro,Castanho,Amarela,189.63,61.23,4,1,B-,Normal
2446,Ruivo,Verde,Negra,192.64,108.44,4,2,O+,Mista
2447,Castanho,Preto,Amarela,181.93,104.46,0,2,O+,Oleosa
2448,Loiro,Verde,Parda,171.25,48.02,0,3,O+,Mista
2449,Preto,Azul,Branca,157.36,54.85,4,0,O+,Oleosa
2450,Castanho,Preto,Indígena,155.55,42.04,5,0,B-,Oleosa
2451,Ruivo,Azul,Indígena,158.23,68.79,1,2,O+,Mista
2452,Preto,Verde,Amarela,160.19,79.11,5,0,AB+,Mista
2453,Preto,Preto,Negra,162.56,57.36,4,3,O-,Oleosa
2454,Castanho,Castanho,Branca,186.77,108.02,2,0,B+,Seca
2455,Ruivo,Preto,Parda,194.22,51.49,3,2,A-,Oleosa
2456,Castanho,Preto,Parda,167.11,96.52,3,0,B-,Oleosa
2457,Loiro,Verde,Branca,171.5,95.89,5,1,B+,Mista
2458,Loiro,Castanho,Amarela,184.82,57.02,5,3,O+,Seca
2459,Preto,Castanho,Parda,186.47,94.61,5,2,AB-,Mista
2460,Ruivo,Preto,Branca,193.32,56.83,1,0,AB+,Oleosa
2461,Loiro,Preto,Amarela,176.61,119.86,4,2,AB-,Normal
2462,Loiro,Preto,Amarela,173.06,72.39,2,2,A+,Mista
2463,Loiro,Castanho,Indígena,167.52,60.73,5,0,B-,Normal
2464,Loiro,Preto,Negra,190.95,54.88,0,0,B-,Seca
2465,Castanho,Azul,Amarela,158.44,84.85,1,1,O-,Mista
2466,Preto,Verde,Parda,199.17,50.67,0,3,A+,Normal
2467,Preto,Verde,Negra,197.4,59.21,2,3,B+,Mista
2468,Loiro,Verde,Indígena,158.74,53.11,2,0,AB+,Oleosa
2469,Preto,Preto,Branca,156.4,71.58,5,3,A+,Mista
2470,Preto,Verde,Branca,183.59,104.31,5,3,B-,Mista
2471,Preto,Preto,Indígena,184.74,117.13,5,0,O-,Mista
2472,Preto,Verde,Indígena,161.63,70.08,1,3,AB-,Seca
2473,Castanho,Castanho,Parda,166.21,108.76,4,0,B-,Oleosa
2474,Loiro,Preto,Negra,162.66,92.22,1,0,AB-,Oleosa
2475,Ruivo,Preto,Amarela,189.85,60.66,0,2,B-,Mista
2476,Castanho,Verde,Amarela,199.0,75.14,5,1,A-,Oleosa
2477,Preto,Castanho,Amarela,163.42,113.48,3,1,B-,Mista
2478,Loiro,Castanho,Branca,151.57,89.76,3,1,B+,Normal
2479,Loiro,Azul,Branca,197.23,96.73,2,2,AB+,Seca
2480,Loiro,Verde,Parda,162.72,57.91,2,0,AB-,Seca
2481,Loiro,Azul,Parda,182.64,82.79,4,3,B+,Seca
2482,Preto,Castanho,Parda,164.26,67.05,1,0,O-,Seca
2483,Loiro,Preto,Indígena,173.36,51.26,0,3,AB-,Normal
2484,Ruivo,Castanho,Parda,186.99,50.93,1,0,O+,Oleosa
2485,Ruivo,Verde,Amarela,193.49,94.88,3,1,O-,Seca
2486,Loiro,Azul,Parda,192.28,41.74,1,1,A-,Mista
2487,Preto,Preto,Parda,153.84,47.51,3,1,AB-,Oleosa
2488,Ruivo,Castanho,Branca,157.0,95.1,2,1,A+,Oleosa
2489,Ruivo,Preto,Branca,159.68,40.01,1,0,B-,Mista
2490,Ruivo,Preto,Branca,196.73,73.86,4,1,A+,Oleosa
2491,Castanho,Preto,Amarela,199.24,55.11,2,2,AB-,Normal
2492,Castanho,Preto,Negra,164.27,100.89,3,2,O+,Normal
2493,Ruivo,Preto,Indígena,176.86,54.01,3,1,O-,Mista
2494,Preto,Castanho,Amarela,188.27,62.31,5,1,A+,Seca
2495,Preto,Preto,Negra,186.55,51.06,4,0,O-,Normal
2496,Ruivo,Castanho,Indígena,174.56,116.92,2,2,A-,Seca
2497,Ruivo,Castanho,Amarela,197.0,79.57,2,0,B+,Seca
2498,Preto,Preto,Parda,186.67,45.65,5,0,O+,Oleosa
2499,Castanho,Azul,Branca,199.16,87.28,3,1,AB-,Mista
2500,Castanho,Verde,Amarela,172.54,51.95,0,3,B+,Seca
2501,Ruivo,Preto,Indígena,195.06,88.65,3,0,AB+,Mista
2502,Preto,Verde,Indígena,169.91,103.98,4,3,AB+,Mista
2503,Castanho,Castanho,Indígena,160.31,78.66,4,3,A-,Normal
2504,Ruivo,Azul,Amarela,183.22,105.59,0,2,AB-,Seca
2505,Loiro,Castanho,Indígena,182.25,108.96,3,2,B+,Seca
2506,Ruivo,Azul,Indígena,183.93,66.26,2,3,B-,Oleosa
2507,Loiro,Castanho,Amarela,158.32,61.5,0,1,B+,Oleosa
2508,Ruivo,Azul,Branca,158.49,67.37,5,3,A+,Oleosa
2509,Preto,Castanho,Indígena,159.58,111.74,4,2,A-,Normal
2510,Preto,Verde,Branca,191.63,44.61,5,0,AB-,Mista
2511,Preto,Azul,Indígena,176.94,114.08,4,3,A-,Oleosa
2512,Preto,Azul,Branca,184.25,65.89,0,3,AB+,Normal
2513,Loiro,Azul,Indígena,190.98,85.47,4,0,O-,Oleosa
2514,Ruivo,Castanho,Branca,194.89,88.75,4,0,O-,Seca
2515,Preto,Azul,Branca,167.68,45.56,0,1,O-,Mista
2516,Castanho,Verde,Negra,150.63,84.09,3,3,O+,Seca
2517,Castanho,Castanho,Parda,177.15,57.69,3,1,AB+,Mista
2518,Castanho,Verde,Indígena,190.06,42.36,2,0,A-,Normal
2519,Ruivo,Castanho,Indígena,153.36,97.33,2,1,B-,Mista
2520,Castanho,Castanho,Amarela,189.2,71.47,0,0,O+,Normal
2521,Castanho,Castanho,Amarela,198.12,62.75,1,3,A-,Mista
2522,Loiro,Castanho,Branca,191.34,59.67,4,2,O+,Mista
2523,Ruivo,Verde,Parda,162.75,93.87,5,0,AB-,Seca
2524,Ruivo,Verde,Amarela,185.74,54.74,5,3,O-,Normal
2525,Castanho,Castanho,Amarela,159.72,100.67,2,2,O+,Oleosa
2526,Ruivo,Azul,Indígena,169.33,119.43,2,3,AB-,Normal
2527,Loiro,Castanho,Indígena,199.72,97.98,0,0,B+,Normal
2528,Loiro,Castanho,Branca,198.94,52.04,2,1,B+,Normal
2529,Preto,Castanho,Amarela,166.25,50.26,4,0,B+,Normal
2530,Loiro,Preto,Amarela,177.27,75.95,1,0,O+,Oleosa
2531,Preto,Preto,Branca,191.49,77.35,2,3,A-,Mista
2532,Castanho,Azul,Negra,163.34,56.3,1,0,AB-,Mista
2533,Preto,Preto,Indígena,194.69,46.03,5,0,AB+,Seca
2534,Preto,Verde,Negra,166.55,110.94,0,0,A+,Seca
2535,Castanho,Preto,Branca,161.48,80.5,3,0,B+,Mista
2536,Preto,Verde,Parda,165.28,116.81,2,1,AB+,Normal
2537,Loiro,Verde,Branca,151.79,116.4,4,1,AB+,Normal
2538,Castanho,Verde,Parda,196.04,72.14,4,1,AB+,Seca
2539,Ruivo,Preto,Amarela,185.0,63.9,1,1,B-,Normal
2540,Preto,Verde,Branca,181.72,78.25,4,0,AB+,Oleosa
2541,Loiro,Preto,Amarela,155.19,114.04,5,1,AB-,Seca
2542,Ruivo,Preto,Parda,153.46,75.44,1,2,O-,Oleosa
2543,Castanho,Castanho,Parda,193.63,56.59,4,2,O-,Normal
2544,Castanho,Azul,Parda,172.03,68.92,5,3,O+,Mista
2545,Castanho,Castanho,Parda,175.26,59.04,2,1,O+,Oleosa
2546,Loiro,Verde,Negra,175.71,103.81,5,0,A-,Normal
2547,Ruivo,Preto,Parda,153.35,66.8,4,3,B-,Normal
2548,Castanho,Preto,Amarela,171.25,65.06,3,1,O+,Seca
2549,Loiro,Verde,Branca,199.44,89.91,2,1,AB-,Oleosa
2550,Loiro,Preto,Parda,163.94,103.69,3,0,AB-,Mista
2551,Ruivo,Preto,Amarela,162.72,50.82,3,2,A+,Mista
2552,Castanho,Azul,Parda,183.5,63.01,3,2,A+,Oleosa
2553,Castanho,Castanho,Negra,167.97,98.23,2,3,A-,Oleosa
2554,Preto,Verde,Negra,163.09,43.01,3,0,AB-,Mista
2555,Castanho,Verde,Indígena,152.67,77.83,2,0,AB-,Oleosa
2556,Ruivo,Castanho,Indígena,176.59,96.64,4,3,O+,Mista
2557,Loiro,Azul,Parda,190.97,98.23,0,0,O-,Seca
2558,Ruivo,Preto,Amarela,193.95,50.58,3,3,B-,Mista
2559,Castanho,Castanho,Parda,184.42,79.68,0,0,B+,Oleosa
2560,Loiro,Castanho,Negra,173.76,41.48,2,2,B-,Oleosa
2561,Ruivo,Verde,Amarela,180.98,91.84,2,2,AB-,Mista
2562,Castanho,Preto,Branca,172.52,74.75,2,0,B-,Mista
2563,Castanho,Preto,Parda,189.21,102.52,5,2,O+,Seca
2564,Castanho,Preto,Parda,155.36,69.35,4,1,A+,Oleosa
2565,Preto,Castanho,Indígena,182.09,53.36,2,0,A-,Normal
2566,Preto,Castanho,Indígena,182.55,76.28,5,0,AB+,Normal
2567,Preto,Azul,Negra,195.52,51.02,5,1,A-,Seca
2568,Loiro,Azul,Parda,186.3,85.53,1,0,B+,Oleosa
2569,Ruivo,Verde,Parda,166.02,40.19,5,1,O-,Seca
2570,Loiro,Verde,Branca,182.18,114.08,2,3,A+,Oleosa
2571,Loiro,Castanho,Branca,156.17,106.43,1,0,O+,Mista
2572,Castanho,Preto,Amarela,176.83,41.1,3,0,O+,Oleosa
2573,Castanho,Preto,Parda,198.02,43.2,4,3,A-,Normal
2574,Loiro,Verde,Indígena,175.62,96.53,3,2,AB-,Mista
2575,Ruivo,Preto,Amarela,162.77,55.27,5,0,B-,Seca
2576,Preto,Azul,Negra,176.94,80.67,3,0,O+,Mista
2577,Loiro,Preto,Amarela,169.3,118.57,0,2,A+,Oleosa
2578,Loiro,Verde,Negra,181.1,90.74,2,2,O-,Normal
2579,Ruivo,Preto,Parda,178.96,103.51,3,3,A+,Seca
2580,Ruivo,Azul,Amarela,199.41,115.51,4,0,O-,Seca
2581,Loiro,Castanho,Parda,176.38,110.64,1,0,B+,Seca
2582,Castanho,Preto,Parda,188.82,103.64,1,3,A+,Seca
2583,Castanho,Castanho,Amarela,194.24,115.67,5,0,B+,Normal
2584,Loiro,Azul,Parda,188.22,98.31,0,2,A+,Mista
2585,Castanho,Verde,Negra,179.94,62.62,4,0,B-,Seca
2586,Ruivo,Azul,Negra,165.3,75.83,2,1,B-,Seca
2587,Preto,Verde,Parda,199.26,65.2,4,2,A-,Mista
2588,Ruivo,Azul,Branca,174.06,78.86,0,3,A-,Oleosa
2589,Preto,Preto,Branca,185.15,86.9,3,2,B+,Seca
2590,Loiro,Azul,Negra,191.88,48.36,3,2,A+,Oleosa
2591,Loiro,Verde,Indígena,155.23,114.02,5,2,O+,Seca
2592,Preto,Verde,Parda,191.99,118.48,1,2,O+,Normal
2593,Castanho,Azul,Indígena,184.05,95.92,2,0,O-,Oleosa
2594,Loiro,Preto,Indígena,162.69,85.66,0,3,O+,Mista
2595,Preto,Castanho,Parda,161.63,78.75,2,0,B-,Mista
2596,Castanho,Verde,Indígena,190.51,85.95,1,2,O-,Normal
2597,Preto,Verde,Indígena,193.09,83.33,2,0,B+,Seca
2598,Loiro,Castanho,Negra,199.32,62.22,4,3,A+,Mista
2599,Loiro,Azul,Amarela,177.02,119.78,3,1,B-,Oleosa
2600,Ruivo,Preto,Indígena,198.18,103.17,3,3,O-,Mista
2601,Preto,Azul,Branca,185.52,60.61,0,2,B-,Seca
2602,Castanho,Castanho,Negra,158.75,113.11,0,2,AB+,Normal
2603,Loiro,Azul,Branca,156.61,80.49,5,3,AB+,Mista
2604,Ruivo,Verde,Branca,160.19,42.75,0,3,B-,Normal
2605,Ruivo,Castanho,Indígena,177.84,99.21,0,1,O+,Seca
2606,Castanho,Preto,Amarela,161.32,111.1,0,2,AB-,Normal
2607,Loiro,Preto,Parda,172.48,105.11,2,0,O+,Oleosa
2608,Ruivo,Verde,Negra,176.07,41.14,5,3,O-,Seca
2609,Castanho,Azul,Parda,161.91,62.57,2,2,A+,Normal
2610,Castanho,Verde,Indígena,189.62,96.18,3,1,O-,Normal
2611,Preto,Preto,Parda,157.55,92.95,3,2,A-,Normal
2612,Preto,Preto,Amarela,155.64,51.43,1,0,A+,Oleosa
2613,Loiro,Azul,Negra,182.3,73.36,2,2,AB-,Normal
2614,Ruivo,Preto,Amarela,177.49,109.79,4,1,O+,Mista
2615,Ruivo,Verde,Branca,151.5,63.73,2,0,AB-,Mista
2616,Preto,Verde,Parda,196.0,50.2,1,2,O-,Oleosa
2617,Loiro,Verde,Indígena,157.86,99.62,5,2,AB+,Normal
2618,Ruivo,Castanho,Indígena,194.08,118.03,0,3,B-,Mista
2619,Castanho,Preto,Branca,160.5,60.58,5,3,O+,Seca
2620,Castanho,Preto,Parda,158.62,70.48,2,3,O-,Normal
2621,Castanho,Verde,Negra,193.35,50.46,5,1,O-,Seca
2622,Castanho,Castanho,Amarela,196.21,52.56,4,2,A+,Seca
2623,Preto,Verde,Branca,185.58,83.84,3,1,AB-,Seca
2624,Loiro,Preto,Negra,177.85,96.31,1,2,AB+,Mista
2625,Castanho,Castanho,Indígena,160.6,110.44,1,3,O+,Mista
2626,Castanho,Verde,Negra,157.29,104.45,2,3,O-,Normal
2627,Ruivo,Azul,Parda,152.24,45.97,2,3,B-,Mista
2628,Preto,Verde,Branca,155.85,109.36,3,0,B-,Mista
2629,Ruivo,Preto,Amarela,159.26,48.35,4,2,A-,Mista
2630,Ruivo,Azul,Negra,158.79,89.27,2,1,O+,Mista
2631,Ruivo,Preto,Negra,150.11,84.99,3,0,AB+,Normal
2632,Castanho,Verde,Negra,153.15,67.15,2,0,A+,Normal
2633,Loiro,Castanho,Negra,176.1,60.12,0,3,AB-,Seca
2634,Preto,Preto,Amarela,173.07,40.33,1,2,AB+,Normal
2635,Castanho,Preto,Negra,168.97,45.86,2,3,O+,Seca
2636,Preto,Preto,Negra,152.27,94.8,2,1,O-,Oleosa
2637,Castanho,Azul,Branca,151.49,74.95,5,3,B-,Seca
2638,Loiro,Azul,Parda,192.06,95.92,5,0,A+,Normal
2639,Loiro,Castanho,Negra,179.84,113.54,5,3,AB-,Normal
2640,Preto,Preto,Branca,193.39,53.07,3,2,O+,Normal
2641,Ruivo,Castanho,Indígena,195.98,112.77,2,3,A-,Oleosa
2642,Castanho,Castanho,Amarela,183.84,105.33,0,2,A+,Mista
2643,Preto,Preto,Amarela,185.74,117.77,3,0,B+,Seca
2644,Ruivo,Verde,Amarela,156.09,96.26,4,1,AB-,Seca
2645,Loiro,Preto,Indígena,177.39,64.33,2,3,B-,Mista
2646,Castanho,Verde,Indígena,190.89,79.82,5,1,A-,Mista
2647,Loiro,Verde,Indígena,159.47,53.81,2,3,B+,Seca
2648,Castanho,Preto,Negra,169.19,111.16,3,3,B+,Mista
2649,Ruivo,Preto,Amarela,154.65,90.96,1,0,O+,Seca
2650,Castanho,Preto,Negra,153.09,67.28,4,0,O+,Mista
2651,Ruivo,Verde,Indígena,186.23,97.21,5,3,B+,Mista
2652,Castanho,Azul,Indígena,194.89,99.72,2,3,AB-,Seca
2653,Preto,Preto,Amarela,164.47,95.69,1,1,AB+,Mista
2654,Loiro,Azul,Indígena,165.97,45.14,1,3,O-,Oleosa
2655,Castanho,Verde,Amarela,162.2,81.07,1,3,A+,Oleosa
2656,Castanho,Verde,Parda,197.17,80.09,4,0,A+,Mista
2657,Loiro,Castanho,Parda,179.48,51.31,2,1,AB-,Mista
2658,Castanho,Castanho,Parda,187.76,117.22,2,2,A+,Seca
2659,Loiro,Azul,Amarela,189.31,56.4,2,1,AB+,Normal
2660,Ruivo,Verde,Parda,163.82,82.07,4,2,A+,Normal
2661,Preto,Preto,Parda,189.15,83.68,0,3,A-,Seca
2662,Preto,Preto,Negra,188.32,78.65,5,3,AB+,Normal
